title,country,genres,language,writer_count,title_adaption,censor_rating,release_date,runtime,dvd_release_date,users_votes,comments,likes,overall_views,dislikes,ratings_imdb,ratings_tomatoes,ratings_metacritic,special_award,awards_win,awards_nomination,revenue_category
Little White Lies ,France,"Comedy, Drama",French,1.0,False,Not Rated,20-Oct-10,154 min,05-Feb-13,"21,607",78.0,556.0,638517.0,40.0,7.1/10,41%,50/100,0,0,4,Low
"Pirates Who Don't Do Anything: A VeggieTales Movie, The ",USA,"Animation, Adventure, Comedy, Family, Musical, Sci-Fi",English,1.0,False,G,11-Jan-08,85 min,14-Oct-08,"2,357",,,,,5.7/10,41%,49/100,0,0,0,High
Across the Universe ,"USA, UK","Drama, Fantasy, Music, Musical, Romance",English,5.0,True,PG-13,12-Oct-07,133 min,05-Feb-08,"1,01,592",90.0,928.0,675442.0,96.0,7.4/10,53%,56/100,1,2,16,High
Call Me Kuchu ,"USA, Uganda","Documentary, Drama",English,2.0,False,Not Rated,14-Jun-13,87 min,23-Sep-13,723,19.0,183.0,47973.0,11.0,7.6/10,98%,80/100,0,14,12,Low
"Amityville Horror, The ",USA,"Drama, Horror, Mystery, Thriller",English,5.0,True,R,15-Apr-05,90 min,04-Oct-05,"99,363",49.0,283.0,233211.0,21.0,6.0/10,24%,33/100,0,2,4,High
My Name is Khan ,"India, USA, United Arab Emirates",Drama,"Hindi, Urdu, English",3.0,True,PG-13,12-Feb-10,165 min,10-Aug-10,"90,814",328.0,5063.0,1109418.0,181.0,8.0/10,85%,50/100,0,10,11,Low
One Direction: This Is Us ,USA,"Documentary, Music","English, Portuguese",,False,PG,30-Aug-13,92 min,17-Dec-13,"22,984",156.0,4472.0,259443.0,89.0,4.2/10,64%,49/100,0,0,1,High
The Lego Movie ,"USA, Denmark, Australia","Animation, Action, Adventure, Comedy, Family, Fantasy","English, Turkish",11.0,True,PG,07-Feb-14,100 min,17-Jun-14,"3,03,552",13465.0,61297.0,11743004.0,2334.0,7.8/10,95%,83/100,1,73,61,High
Paul Blart: Mall Cop ,USA,"Action, Comedy, Crime, Family",English,2.0,False,PG,16-Jan-09,91 min,19-May-09,"95,476",27.0,,297400.0,,5.2/10,32%,39/100,0,1,3,High
Big Sur ,USA,"Drama, Romance",English,2.0,True,R,01-Nov-13,81 min,14-Jan-14,"1,703",,,,,5.8/10,43%,49/100,0,0,1,Low
"Tao of Steve, The ",USA,"Comedy, Drama, Romance",English,5.0,True,R,01-Sep-00,87 min,20-Mar-01,"7,131",25.0,122.0,143704.0,7.0,6.7/10,80%,70/100,0,1,1,Low
Earth ,"UK, Germany, USA",Documentary,English,1.0,False,G,22-Apr-09,90 min,01-Sep-09,"13,821",,,,,8.0/10,86%,72/100,0,3,1,High
Paranormal Activity: The Marked Ones ,USA,"Horror, Mystery, Thriller","English, Spanish",2.0,True,R,03-Jan-14,84 min,08-Apr-14,"37,139",1092.0,3522.0,2281754.0,560.0,5.0/10,39%,42/100,0,0,3,High
Rendition ,USA,"Drama, Thriller","English, Arabic",1.0,False,R,19-Oct-07,122 min,22-Feb-08,"52,249",249.0,615.0,852882.0,66.0,6.8/10,47%,55/100,0,1,2,High
Man of the House ,USA,"Comedy, Crime",English,5.0,True,PG-13,25-Feb-05,100 min,19-Jul-05,"21,792",39.0,290.0,235943.0,13.0,5.4/10,9%,35/100,0,0,0,High
We Own the Night ,USA,"Crime, Drama, Thriller","English, Russian, Spanish",1.0,False,R,12-Oct-07,117 min,13-Feb-08,"79,676",12.0,243.0,217517.0,40.0,6.9/10,57%,59/100,0,0,5,High
Flight of the Intruder ,USA,"Action, Drama, Thriller, War",English,3.0,True,PG-13,18-Jan-91,115 min,01-Jul-03,"5,775",,,70193.0,,5.8/10,25%,0,0,0,0,High
Two Weeks Notice ,"USA, Australia","Comedy, Romance",English,1.0,False,PG-13,20-Dec-02,101 min,29-Apr-03,"98,400",103.0,1301.0,1365423.0,56.0,6.1/10,42%,42/100,0,2,3,High
Happy Feet Two ,"Australia, USA","Animation, Adventure, Comedy, Family, Musical",English,4.0,False,PG,18-Nov-11,100 min,13-Mar-12,"38,469",1488.0,7530.0,8413081.0,975.0,5.9/10,45%,50/100,0,3,9,High
"Kind of Loving, A ",UK,"Drama, Romance","English, German",3.0,True,Not Rated,01-Oct-62,112 min,20-Aug-86,"1,308",3.0,30.0,18753.0,2.0,7.4/10,100%,0,1,1,0,Low
Death of a President ,UK,"Crime, Drama, Mystery, Thriller","English, Arabic",2.0,False,R,21-Dec-06,97 min,03-Apr-07,"6,733",147.0,217.0,110556.0,57.0,6.3/10,37%,49/100,0,6,1,Low
Nativity 2: Danger in the Manger! ,UK,"Comedy, Family",English,1.0,False,PG,23-Nov-12,105 min,19-Nov-13,"2,365",22.0,153.0,105584.0,12.0,5.4/10,36%,0,0,0,0,Low
Rocks in my Pockets ,"USA, Latvia","Animation, Comedy, Drama",English,1.0,False,NOT RATED,22-Aug-14,88 min,,513,50.0,555.0,138271.0,19.0,7.7/10,100%,78/100,0,6,3,Low
Under the Skin ,"Switzerland, UK, USA","Drama, Horror, Sci-Fi, Thriller",English,3.0,True,R,14-Mar-14,108 min,15-Jul-14,"1,13,389",1520.0,8263.0,7267689.0,887.0,6.3/10,84%,78/100,1,25,101,Low
Tyler Perry's For Colored Girls ,USA,Drama,English,2.0,True,R,05-Nov-10,133 min,08-Feb-11,"6,715",1691.0,1614.0,784600.0,173.0,6.1/10,32%,50/100,0,14,16,High
Eva ,"Spain, France","Drama, Fantasy, Sci-Fi",Catalan,4.0,True,PG-13,13-Mar-15,94 min,,"8,875",11.0,96.0,141740.0,1.0,6.7/10,43%,57/100,0,15,28,Low
2 Days in New York ,"France, Germany, Belgium","Comedy, Drama, Romance","English, French, Italian",5.0,True,R,28-Mar-12,96 min,13-Nov-12,"13,301",,,41080.0,,6.0/10,66%,61/100,0,1,1,Low
"Princess and the Frog, The ",USA,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","English, French",8.0,True,G,11-Dec-09,97 min,16-Mar-10,"1,08,712",71.0,7185.0,8447964.0,1973.0,7.1/10,85%,73/100,1,11,38,High
Elegy ,USA,"Drama, Romance","English, Spanish",2.0,True,R,29-Aug-08,112 min,17-Mar-09,"21,111",20.0,391.0,363973.0,23.0,6.8/10,74%,66/100,0,3,5,Low
"Double, The ",UK,"Comedy, Drama, Mystery, Sci-Fi, Thriller",English,4.0,True,R,04-Apr-14,93 min,25-Aug-14,"43,717",1035.0,10881.0,2958918.0,327.0,6.5/10,83%,68/100,0,1,10,Low
"House Bunny, The ",USA,"Comedy, Romance",English,2.0,False,PG-13,22-Aug-08,97 min,19-Dec-08,"73,245",157.0,545.0,661106.0,28.0,5.5/10,43%,55/100,0,0,2,High
7 Khoon Maaf ,India,"Drama, Mystery, Thriller","Hindi, English, Urdu, Russian",3.0,True,,18-Feb-11,137 min,,"4,902",30.0,351.0,724791.0,57.0,6.1/10,0,0,0,2,9,Low
Possession ,"USA, UK","Drama, Mystery, Romance","English, French",4.0,True,PG-13,30-Aug-02,102 min,11-Feb-03,"12,294",,,,,6.4/10,64%,52/100,0,0,1,High
Home on the Range ,USA,"Animation, Adventure, Comedy, Family, Music, Western","English, Mandarin",17.0,True,PG,02-Apr-04,76 min,14-Sep-04,"17,735",216.0,458.0,569971.0,81.0,5.4/10,53%,50/100,0,0,5,High
Unfaithful ,"France, Germany, USA","Drama, Romance, Thriller","English, French",3.0,True,R,10-May-02,124 min,17-Dec-02,"73,707",2111.0,47654.0,107150221.0,29267.0,6.7/10,50%,63/100,1,3,14,High
Khumba ,South Africa,"Animation, Adventure, Family",English,7.0,True,Not Rated,25-Oct-13,85 min,10-Mar-14,"4,973",318.0,3304.0,1400762.0,300.0,5.7/10,44%,40/100,0,0,3,Low
Teeth ,USA,"Comedy, Fantasy, Horror, Thriller",English,1.0,False,R,03-Apr-08,94 min,06-May-08,"39,154",118.0,531.0,613684.0,115.0,5.4/10,79%,57/100,0,2,10,Low
"Lake House, The ",USA,"Drama, Fantasy, Romance",English,3.0,True,PG,16-Jun-06,99 min,26-Sep-06,"1,30,048",287.0,2873.0,1411047.0,83.0,6.8/10,36%,52/100,0,2,2,High
The DUFF ,USA,"Comedy, Romance","English, Spanish",2.0,True,PG-13,20-Feb-15,101 min,09-Jun-15,"74,707",422.0,4158.0,3472989.0,313.0,6.5/10,72%,56/100,0,1,8,High
More Than a Game ,USA,"Documentary, Biography, Sport",English,2.0,False,PG,16-Oct-09,105 min,02-Feb-10,"4,835",,,160624.0,,7.6/10,71%,59/100,0,0,4,Low
"Werewolf Boy, A ",South Korea,"Fantasy, Romance",Korean,1.0,False,Not Rated,30-Nov-12,122 min,13-Aug-13,"5,584",1054.0,9726.0,1815392.0,231.0,7.4/10,100%,0,0,4,7,Low
"Kings of Summer, The ",USA,"Adventure, Comedy, Drama",English,1.0,False,R,23-Aug-13,95 min,24-Sep-13,"73,294",5.0,81.0,66983.0,3.0,7.2/10,76%,61/100,0,5,9,Low
Zodiac ,USA,"Crime, Drama, Mystery, Thriller",English,2.0,True,R,02-Mar-07,157 min,24-Jul-07,"3,91,165",5.0,72.0,101480.0,7.0,7.7/10,89%,78/100,0,2,67,High
Ballistic: Ecks vs. Sever ,"USA, Germany","Action, Crime, Sci-Fi, Thriller",English,1.0,False,R,20-Sep-02,91 min,24-Dec-02,"18,255",140.0,171.0,232696.0,192.0,3.6/10,0%,19/100,0,0,5,High
Avenue Montaigne ,France,"Comedy, Drama, Romance","French, English, Japanese",3.0,True,PG-13,27-Apr-07,106 min,17-Jul-07,"3,890",2.0,18.0,10426.0,0.0,6.8/10,74%,64/100,0,1,6,Low
Carriers ,USA,"Drama, Horror, Sci-Fi, Thriller",English,2.0,False,PG-13,02-Sep-09,84 min,29-Dec-09,"39,704",637.0,3450.0,2216670.0,160.0,6.0/10,66%,0,0,0,1,Low
"Most Wanted Man, A ","UK, USA, Germany","Crime, Drama, Thriller","English, Turkish",3.0,True,R,01-Aug-14,122 min,04-Nov-14,"67,863",422.0,2585.0,2465327.0,289.0,6.8/10,87%,73/100,0,2,5,High
I Am Number Four ,"USA, India","Action, Adventure, Sci-Fi, Thriller","English, French",5.0,True,PG-13,18-Feb-11,111 min,24-May-11,"2,17,514",3.0,59.0,92069.0,11.0,6.1/10,33%,36/100,0,1,1,High
Saving Face ,USA,"Comedy, Drama, Romance","English, Mandarin, Shanghainese",1.0,False,R,24-Jun-05,91 min,18-Oct-05,"9,121",41.0,476.0,342034.0,23.0,7.5/10,86%,65/100,0,3,3,Low
Half Nelson ,USA,Drama,English,2.0,False,R,22-Sep-06,106 min,24-Apr-07,"80,523",,,,,7.2/10,90%,85/100,1,29,47,Low
Star Wars: Episode II - Attack of the Clones ,USA,"Action, Adventure, Fantasy, Sci-Fi",English,3.0,True,PG,16-May-02,142 min,12-Nov-02,"5,75,948",319.0,1640.0,521296.0,78.0,6.6/10,65%,54/100,1,16,58,High
"Gatekeepers, The ","Israel, France","Documentary, History, War","Hebrew, English",,False,PG-13,14-Mar-13,101 min,09-Jul-13,"5,205",74.0,123.0,104179.0,36.0,7.6/10,94%,91/100,1,7,10,Low
"Way Home, The ",South Korea,Drama,Korean,1.0,False,PG,05-Apr-02,80 min,06-May-03,"4,526",,,46507.0,,7.8/10,75%,63/100,0,11,3,Low
One Day ,"USA, UK","Drama, Romance",English,2.0,True,PG-13,19-Aug-11,107 min,29-Nov-11,"1,28,222",1423.0,38043.0,8544629.0,775.0,7.0/10,36%,48/100,0,1,2,High
And So It Goes ,USA,"Comedy, Drama, Romance",English,1.0,False,PG-13,25-Jul-14,94 min,18-Nov-14,"11,465",12.0,105.0,145993.0,19.0,5.8/10,18%,38/100,0,0,1,High
"Central Park Five, The ",USA,"Documentary, Crime, History",English,3.0,False,Not Rated,23-Nov-12,119 min,23-Apr-13,"5,945",28.0,164.0,63151.0,6.0,7.6/10,93%,79/100,0,10,17,Low
"Girl Who Played with Fire, The ","Sweden, Denmark, Germany","Crime, Drama, Mystery, Thriller","Swedish, Italian, English, French",2.0,True,R,27-Aug-10,129 min,26-Oct-10,"84,977",46.0,240.0,404298.0,33.0,7.2/10,70%,66/100,0,1,4,High
Becoming Jane ,"UK, Ireland","Biography, Drama, Romance",English,3.0,False,PG,10-Aug-07,120 min,12-Feb-08,"53,972",502.0,2313.0,1683628.0,72.0,7.1/10,58%,55/100,0,3,6,High
Departures ,Japan,"Drama, Music",Japanese,1.0,True,PG-13,19-Jun-09,130 min,12-Jan-10,"44,791",14.0,141.0,65562.0,2.0,8.1/10,79%,68/100,1,33,8,Low
Eros ,"USA, Italy, Hong Kong, France, Luxembourg, UK","Drama, Romance","English, Italian, Mandarin",5.0,True,R,03-Dec-04,104 min,07-Feb-06,"4,999",1.0,106.0,279970.0,31.0,6.0/10,34%,51/100,0,1,0,Low
Hart's War ,USA,"Drama, War","English, German",3.0,True,R,15-Feb-02,125 min,09-Jul-02,"48,330",13.0,342.0,188361.0,18.0,6.3/10,59%,49/100,0,1,0,High
Laws of Attraction ,"Ireland, UK, Germany","Comedy, Romance",English,3.0,True,PG-13,30-Apr-04,90 min,24-Aug-04,"20,848",29.0,643.0,214289.0,20.0,5.9/10,18%,38/100,0,0,2,High
"Night Listener, The ",USA,"Crime, Mystery, Thriller",English,4.0,True,R,04-Aug-06,91 min,09-Jan-07,"14,042",66.0,187.0,223134.0,15.0,5.9/10,40%,51/100,0,0,2,High
"Foot Fist Way, The ",USA,Comedy,English,3.0,False,R,26-Sep-08,85 min,23-Sep-08,"10,607",,,198232.0,,6.3/10,53%,63/100,0,1,0,Low
"Definitely, Maybe ","UK, France, Germany, USA","Comedy, Drama, Romance",English,1.0,False,PG-13,14-Feb-08,112 min,24-Jun-08,"1,45,785",31.0,424.0,314193.0,13.0,7.2/10,71%,59/100,0,1,1,High
Enemy at the Gates ,"UK, France, Germany, Ireland, USA","Drama, History, War","English, German, Russian",2.0,False,R,16-Mar-01,131 min,14-Aug-01,"2,24,799",,,,,7.6/10,54%,53/100,0,0,4,High
"King of Kong, The ",USA,"Documentary, Biography, Sport",English,1.0,False,PG-13,28-Feb-08,79 min,29-Jan-08,"33,258",0.0,12.0,9686.0,1.0,8.1/10,97%,83/100,0,9,10,Low
Heights ,USA,"Drama, Romance","English, Spanish, Hebrew",3.0,True,R,15-Jul-05,93 min,01-Nov-05,"4,408",25.0,187.0,282533.0,19.0,7.0/10,64%,59/100,0,1,1,Low
Comedian ,USA,"Documentary, Comedy",English,,False,R,01-Jul-03,82 min,13-May-03,"6,030",,,,,7.0/10,77%,62/100,0,0,2,Low
Son of the Mask ,"USA, Germany","Comedy, Family, Fantasy",English,1.0,False,PG,18-Feb-05,94 min,17-May-05,"49,003",124.0,589.0,410768.0,225.0,2.2/10,6%,20/100,0,7,12,High
Sophie Scholl: The Final Days ,Germany,"Biography, Crime, Drama, History, Thriller, War",German,1.0,False,Not Rated,24-Feb-05,120 min,14-Nov-06,"24,958",323.0,1192.0,593489.0,50.0,7.6/10,87%,76/100,1,22,12,Low
Certified Copy ,"France, Italy, Belgium, Iran","Drama, Romance","French, English, Italian",2.0,True,Not Rated,25-Mar-11,106 min,22-May-12,"18,151",8.0,143.0,65267.0,11.0,7.3/10,89%,82/100,0,10,24,Low
Pay It Forward ,USA,Drama,English,2.0,True,PG-13,20-Oct-00,123 min,15-May-01,"1,07,040",444.0,2868.0,1259103.0,86.0,7.2/10,40%,40/100,0,1,4,High
Great Expectations ,"UK, USA","Drama, Romance",English,2.0,True,PG-13,08-Nov-13,128 min,15-Apr-14,"11,354",631.0,9781.0,2143418.0,296.0,6.4/10,68%,60/100,1,2,6,Low
Superhero Movie ,USA,"Action, Comedy",English,1.0,False,PG-13,28-Mar-08,75 min,08-Jul-08,"59,628",5.0,51.0,48103.0,3.0,4.5/10,17%,33/100,0,1,0,High
Blitz ,"UK, France, USA","Action, Crime, Thriller",English,2.0,True,R,20-May-11,97 min,23-Aug-11,"77,235",112.0,363.0,855573.0,33.0,6.2/10,48%,0,0,0,0,Low
Prisoners ,USA,"Crime, Drama, Mystery, Thriller",English,1.0,False,R,20-Sep-13,153 min,17-Dec-13,"5,22,331",4613.0,23967.0,9902971.0,855.0,8.1/10,80%,74/100,1,10,35,High
The Hunting Ground ,USA,Documentary,English,1.0,False,PG-13,01-Jan-16,103 min,01-Dec-15,"5,604",246.0,1256.0,269045.0,119.0,7.4/10,93%,77/100,1,8,22,Low
Cloudy with a Chance of Meatballs ,USA,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","English, French, Russian",5.0,True,PG,18-Sep-09,90 min,05-Jan-10,"1,85,808",29.0,141.0,206273.0,9.0,7.0/10,86%,66/100,1,1,13,High
"Dog, The ",USA,"Documentary, Adventure, Biography",English,2.0,False,Not Rated,15-Aug-14,101 min,04-Nov-14,810,5.0,30.0,26650.0,3.0,6.5/10,91%,76/100,0,1,4,Low
Chimpanzee ,"Tanzania, USA",Documentary,English,5.0,False,G,20-Apr-12,78 min,21-Aug-12,"5,548",,,,,7.2/10,75%,57/100,0,0,2,High
Dancer in the Dark ,"Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Argentina, Norway, Taiwan, Belgium","Crime, Drama, Musical","English, German, Czech",1.0,False,R,06-Oct-00,140 min,20-Mar-01,"93,845",346.0,2801.0,1055617.0,102.0,8.0/10,68%,61/100,1,33,46,Low
Paranormal Activity 2 ,USA,Horror,"English, Spanish",5.0,True,R,22-Oct-10,91 min,08-Feb-11,"93,235",7027.0,11948.0,18871386.0,1869.0,5.7/10,59%,53/100,0,1,2,High
Magic Mike ,USA,"Comedy, Drama",English,1.0,False,R,29-Jun-12,110 min,23-Oct-12,"1,24,099",686.0,2443.0,2396244.0,273.0,6.1/10,80%,72/100,0,9,14,High
North Country ,USA,Drama,English,3.0,True,R,21-Oct-05,126 min,21-Feb-06,"37,098",159.0,777.0,615004.0,53.0,7.3/10,69%,68/100,1,6,17,High
Digging for Fire ,USA,Drama,"English, Spanish",2.0,False,R,21-Aug-15,85 min,03-Nov-15,"5,050",179.0,2769.0,974196.0,235.0,5.8/10,65%,69/100,0,0,0,Low
Jackass Number Two ,USA,"Documentary, Action, Comedy",English,28.0,False,R,22-Sep-06,92 min,26-Dec-06,"62,892",37.0,376.0,184886.0,14.0,7.1/10,63%,66/100,0,0,1,High
Tower Heist ,USA,"Action, Comedy, Crime","English, Spanish, Chinese",6.0,True,PG-13,04-Nov-11,104 min,21-Feb-12,"1,25,224",1473.0,8057.0,5655625.0,385.0,6.2/10,67%,59/100,0,0,3,High
Lebanon ,"Israel, France, Germany, UK","Drama, War","Hebrew, Arabic, French, English",1.0,False,R,15-Oct-09,93 min,18-Jan-11,"10,470",220.0,486.0,320251.0,94.0,6.9/10,90%,85/100,0,16,15,Low
Metropolis ,Germany,"Drama, Sci-Fi",German,2.0,True,Not Rated,13-Mar-27,153 min,18-Feb-03,"1,42,921",263.0,1146.0,511070.0,29.0,8.3/10,99%,98/100,0,6,5,Low
"Perks of Being a Wallflower, The ",USA,Drama,English,2.0,True,PG-13,12-Oct-12,103 min,12-Feb-13,"4,23,224",212.0,1909.0,475313.0,31.0,8.0/10,86%,67/100,0,19,49,High
Shooter ,USA,"Action, Drama, Thriller",English,2.0,True,R,23-Mar-07,124 min,26-Jun-07,"2,92,069",3.0,88.0,200569.0,9.0,7.2/10,47%,53/100,0,0,2,High
National Lampoon's Van Wilder: The Rise of Taj ,USA,"Comedy, Romance",English,3.0,True,R,01-Dec-06,97 min,27-Mar-07,"21,188",,,,,4.8/10,7%,21/100,0,0,1,Low
Your Highness ,USA,"Adventure, Comedy, Fantasy",English,2.0,False,R,08-Apr-11,102 min,09-Aug-11,"92,868",2329.0,8656.0,5547732.0,475.0,5.5/10,28%,31/100,0,1,3,High
Monsters ,UK,"Drama, Sci-Fi, Thriller","English, Spanish",1.0,False,R,03-Dec-10,94 min,01-Feb-11,"84,110",954.0,1557.0,1952446.0,283.0,6.4/10,73%,63/100,1,13,13,Low
Che: Part Two ,"Spain, France, USA","Biography, Drama, History, War","Spanish, English",3.0,True,Not Rated,24-Jan-09,135 min,12-Dec-08,"30,506",8.0,125.0,135117.0,4.0,6.9/10,79%,64/100,0,2,7,Low
Metropolis ,Japan,"Animation, Adventure, Drama, Sci-Fi, Thriller","Japanese, French, German, Italian, Spanish, English, Russian",3.0,True,PG-13,25-Jan-02,108 min,23-Apr-02,"19,022",20.0,100.0,53157.0,4.0,7.3/10,86%,75/100,0,1,4,Low
Broken City ,USA,"Crime, Drama, Thriller","English, Spanish",1.0,False,R,18-Jan-13,109 min,30-Apr-13,"71,446",912.0,3491.0,3633127.0,239.0,6.2/10,29%,49/100,0,0,0,High
"Darjeeling Limited, The ",USA,"Adventure, Comedy, Drama","English, Hindi, German, Tibetan",3.0,False,R,26-Oct-07,91 min,26-Feb-08,"1,64,665",,,69733.0,,7.2/10,69%,67/100,0,4,4,High
"History of Violence, A ","USA, Germany, Canada","Crime, Drama, Thriller",English,3.0,True,R,30-Sep-05,96 min,14-Mar-06,"2,11,017",2.0,7.0,17479.0,0.0,7.5/10,87%,81/100,1,37,78,High
Admission ,USA,"Comedy, Drama, Romance",English,2.0,True,PG-13,22-Mar-13,107 min,09-Jul-13,"31,771",27.0,522.0,419546.0,44.0,5.7/10,39%,48/100,0,0,0,High
Sin City: A Dame to Kill For ,USA,"Crime, Thriller",English,2.0,True,R,22-Aug-14,102 min,18-Nov-14,"1,40,604",,,,,6.5/10,43%,46/100,0,3,6,High
"Final Cut, The ","USA, Canada, Germany","Drama, Sci-Fi, Thriller",English,1.0,False,PG-13,15-Oct-04,95 min,22-Mar-05,"29,569",67.0,220.0,190341.0,19.0,6.2/10,36%,43/100,0,1,4,Low
Deceiver ,USA,"Crime, Drama, Mystery, Thriller","English, Spanish",2.0,False,R,30-Jan-98,106 min,16-Apr-02,"5,620",0.0,18.0,13370.0,1.0,6.7/10,48%,0,0,3,0,Low
Bernie ,USA,"Biography, Comedy, Crime, Drama",English,3.0,True,PG-13,22-Jun-12,104 min,21-Aug-12,"53,791",10.0,55.0,79265.0,11.0,6.8/10,88%,75/100,1,10,18,High
"Wall, The ","Austria, Germany","Drama, Fantasy, Mystery",German,2.0,True,Not Rated,05-Oct-12,108 min,21-Oct-13,"5,462",323.0,2129.0,719908.0,145.0,6.8/10,78%,67/100,0,4,15,Low
Elektra ,"Canada, USA, Switzerland","Action, Adventure, Crime, Fantasy, Thriller","English, Japanese",5.0,True,PG-13,14-Jan-05,97 min,05-Apr-05,"82,301",13.0,78.0,45098.0,21.0,4.7/10,11%,34/100,0,0,2,High
"House I Live In, The ","Netherlands, UK, Germany, Japan, Australia, USA",Documentary,English,2.0,False,Not Rated,05-Oct-12,108 min,02-Jul-13,"5,019",,,,,7.9/10,94%,77/100,0,4,3,Low
Fever Pitch ,"USA, Germany","Comedy, Drama, Romance, Sport",English,3.0,True,PG-13,08-Apr-05,104 min,13-Sep-05,"40,070",140.0,857.0,753641.0,46.0,6.2/10,65%,56/100,0,0,9,High
Step Up 3D ,USA,"Drama, Music, Romance",English,3.0,True,PG-13,06-Aug-10,107 min,21-Dec-10,"52,947",22.0,1617.0,813226.0,48.0,6.2/10,46%,45/100,0,0,2,High
Stoker ,"UK, USA","Drama, Thriller","English, French, Italian",1.0,False,R,01-Mar-13,99 min,18-Jun-13,"97,207",,,,,6.8/10,69%,58/100,0,4,45,Low
Sparkle ,USA,"Drama, Music",English,3.0,True,PG-13,17-Aug-12,116 min,30-Nov-12,"5,642",302.0,1191.0,594364.0,57.0,5.7/10,57%,54/100,0,0,7,High
"Proposal, The ",USA,"Comedy, Drama, Romance",English,1.0,False,PG-13,19-Jun-09,108 min,13-Oct-09,"2,72,504",26.0,6621.0,2970169.0,164.0,6.7/10,44%,48/100,1,7,19,High
Adventures in Zambezia ,South Africa,"Animation, Adventure, Comedy, Family",English,8.0,True,G,28-Dec-12,83 min,06-Aug-13,"6,006",72.0,290.0,314299.0,70.0,5.8/10,25%,0,0,1,4,Low
"Lone Ranger, The ",USA,"Action, Adventure, Western","English, North American Indian",6.0,True,PG-13,03-Jul-13,150 min,17-Dec-13,"2,09,185",1014.0,4252.0,2657441.0,374.0,6.4/10,31%,37/100,1,4,17,High
"Illusionist, The ","USA, Czech Republic","Drama, Mystery, Romance, Thriller",English,2.0,True,PG-13,01-Sep-06,110 min,09-Jan-07,"3,36,877",,,,,7.6/10,73%,68/100,1,10,10,High
Viola ,"Argentina, USA",Drama,Spanish,1.0,True,NOT RATED,27-Mar-13,65 min,24-Mar-14,398,39.0,606.0,693237.0,72.0,6.1/10,91%,82/100,0,3,1,Low
Killer Joe ,USA,"Crime, Drama, Thriller",English,2.0,True,R,29-Jun-12,102 min,21-Dec-12,"67,731",12.0,80.0,117210.0,5.0,6.7/10,79%,62/100,0,9,20,Low
"Pact, The ",USA,"Horror, Mystery, Thriller",English,1.0,False,R,08-Jun-12,89 min,06-Nov-12,"22,188",28.0,151.0,164400.0,15.0,5.8/10,69%,54/100,0,0,2,Low
Last Train Home ,"Canada, China, UK","Documentary, Drama",Mandarin,,False,Not Rated,09-Sep-10,85 min,22-Feb-11,"3,239",,34.0,13410.0,4.0,7.7/10,100%,86/100,0,13,12,Low
Stranger than Fiction ,USA,"Comedy, Drama, Fantasy, Romance",English,1.0,False,PG-13,10-Nov-06,113 min,27-Feb-07,"2,06,501",66.0,738.0,442453.0,35.0,7.6/10,72%,67/100,1,3,14,High
"Turtle's Tale: Sammy's Adventures, A ","France, Belgium, USA","Animation, Adventure, Family","English, Danish",3.0,True,PG,04-Aug-10,88 min,06-Feb-12,"6,303",14.0,127.0,312929.0,13.0,6.1/10,44%,0,0,0,1,Low
Sidewalls ,"Argentina, Spain, Germany","Comedy, Drama","Spanish, French, English, Italian, German",1.0,False,Not Rated,26-Oct-11,95 min,26-Jun-12,"12,825",16.0,205.0,88661.0,3.0,7.5/10,67%,60/100,0,3,7,Low
"Players, The ",France,Comedy,French,5.0,False,R,29-Feb-12,109 min,,"7,382",,216.0,536430.0,32.0,5.3/10,30%,43/100,0,1,0,Low
Bait ,"Canada, USA","Action, Comedy, Crime, Thriller",English,3.0,False,R,15-Sep-00,119 min,23-Jan-01,"10,039",,,,,5.8/10,26%,39/100,0,0,0,High
Find Me Guilty ,"Germany, USA","Biography, Comedy, Crime, Drama",English,3.0,False,R,17-Mar-06,125 min,27-Jun-06,"31,091",29.0,254.0,174597.0,21.0,7.1/10,62%,65/100,0,1,2,Low
"Troll Hunter, The ",Norway,"Drama, Fantasy, Horror","Norwegian, English",1.0,False,PG-13,29-Oct-10,103 min,23-Aug-11,"63,196",900.0,2130.0,1106512.0,108.0,7.0/10,82%,61/100,0,11,12,Low
Moonrise Kingdom ,USA,"Adventure, Comedy, Drama, Romance",English,2.0,False,PG-13,29-Jun-12,94 min,16-Oct-12,"2,91,635",4.0,200.0,19240.0,4.0,7.8/10,93%,84/100,1,38,118,High
Hara-Kiri: Death of a Samurai ,"Japan, UK",Drama,Japanese,2.0,True,Not Rated,20-Jul-12,128 min,21-Jan-13,"6,628",181.0,1622.0,522396.0,53.0,7.4/10,76%,76/100,0,0,5,Low
Nostalgia for the Light ,"France, Germany, Chile, Spain",Documentary,"Spanish, English",1.0,False,Not Rated,17-Mar-11,90 min,13-Sep-11,"4,218",,,,,7.6/10,100%,91/100,0,9,18,Low
Fighting ,USA,"Action, Drama, Sport","English, Russian",2.0,False,PG-13,24-Apr-09,105 min,25-Aug-09,"30,569",288.0,10332.0,3688361.0,356.0,5.6/10,40%,61/100,0,0,1,High
